Time,PID_ans,Distance_err
0.0,0,0.0
0.02,151,1.087
0.04,1,1.087
0.06,153,2.175
0.08,3,2.175
0.1,3,2.175
0.12,307,4.349
0.14,158,5.436
0.16,312,7.611
0.18,164,8.698
0.2,317,10.873
0.22,169,11.96
0.24,171,13.047
0.26,173,14.134
0.28,175,15.222
0.3,176,16.309
0.32,178,17.396
0.34,28,17.396
0.36,180,18.483
0.38,-120,17.396
0.4,181,18.483
0.42,-272,16.309
0.44,27,16.309
0.46,-123,15.222
0.48,26,15.222
0.5,-125,14.134
0.52,-127,13.047
0.54,-128,11.96
0.56,-130,10.873
0.58,-132,9.785
0.6,-133,8.698
0.62,-135,7.611
0.64,-440,4.349
0.66,-294,2.175
0.68,-145,1.087
0.7,-147,0.0
0.72,2,0.0
0.74,-301,-2.175
0.76,-1,-2.175
0.78,-1,-2.175
0.8,-1,-2.175
0.82,-1,-2.175
0.84,150,-1.087
0.86,0,-1.087
0.88,303,1.087
0.9,155,2.175
0.92,5,2.175
0.94,157,3.262
0.96,159,4.349
0.98,161,5.436
1.0,162,6.524
1.02,164,7.611
1.04,14,7.611
1.06,166,8.698
1.08,16,8.698
1.1,16,8.698
1.12,168,9.785
1.14,-133,8.698
1.16,16,8.698
1.18,-134,7.611
1.2,166,8.698
1.22,-134,7.611
1.24,-136,6.524
1.26,13,6.524
1.28,-138,5.436
1.3,11,5.436
1.32,-139,4.349
1.34,10,4.349
1.36,-141,3.262
1.38,-143,2.175
1.4,6,2.175
1.42,-145,1.087
1.44,-146,0.0
1.46,154,1.087
1.48,-146,0.0
1.501,3,0.0
1.521,-148,-1.087
1.541,153,0.0
1.561,-148,-1.087
1.581,1,-1.087
1.601,153,0.0
1.621,-148,-1.087
1.641,153,0.0
1.661,3,0.0
1.681,154,1.087
1.701,156,2.175
1.721,6,2.175
1.741,6,2.175
1.761,6,2.175
1.781,6,2.175
1.801,6,2.175
1.821,6,2.175
1.841,158,3.262
1.861,-143,2.175
1.881,158,3.262
1.901,8,3.262
1.921,8,3.262
1.941,160,4.349
1.961,-141,3.262
1.981,8,3.262
2.001,8,3.262
2.021,-143,2.175
2.041,7,2.175
2.061,7,2.175
2.081,-144,1.087
2.101,5,1.087
2.121,5,1.087
2.141,-146,0.0
2.161,3,0.0
2.181,3,0.0
2.201,3,0.0
2.221,3,0.0
2.241,-148,-1.087
2.261,153,0.0
2.281,-299,-2.175
2.301,0,-2.175
2.321,0,-2.175
2.341,0,-2.175
2.361,151,-1.087
2.381,1,-1.087
2.401,1,-1.087
2.421,153,0.0
2.441,-148,-1.087
2.461,153,0.0
2.481,155,1.087
2.501,-146,0.0
2.521,3,0.0
2.541,155,1.087
2.561,-146,0.0
2.581,3,0.0
2.601,3,0.0
2.621,155,1.087
2.641,156,2.175
2.661,6,2.175
2.681,7,2.175
2.701,7,2.175
2.721,7,2.175
2.741,7,2.175
2.761,7,2.175
2.781,-144,1.087
2.801,157,2.175
2.821,7,2.175
2.841,7,2.175
2.861,7,2.175
2.881,7,2.175
2.901,310,4.349
2.921,-141,3.262
2.941,8,3.262
2.961,-142,2.175
2.981,7,2.175
3.001,159,3.262
3.021,-142,2.175
3.041,-144,1.087
3.061,-146,0.0
3.081,-147,-1.087
3.101,2,-1.087
3.121,-301,-3.262
3.141,-153,-4.349
3.161,-3,-4.349
3.181,-3,-4.349
3.201,-3,-4.349
3.221,148,-3.262
3.241,-305,-5.436
3.261,146,-4.349
3.281,148,-3.262
3.301,-153,-4.349
3.321,148,-3.262
3.341,-1,-3.262
3.361,-153,-4.349
3.381,-3,-4.349
3.401,148,-3.262
3.421,149,-2.175
3.441,303,0.0
3.461,155,1.087
3.481,5,1.087
3.501,156,2.175
3.521,158,3.262
3.541,8,3.262
3.561,8,3.262
3.581,8,3.262
3.601,8,3.262
3.621,160,4.349
3.641,10,4.349
3.661,-141,3.262
3.681,312,5.436
3.701,12,5.436
3.721,12,5.436
3.741,-139,4.349
3.761,-141,3.262
3.781,9,3.262
3.801,-142,2.175
3.821,-144,1.087
3.841,-146,0.0
3.861,3,0.0
3.881,-147,-1.087
3.901,760,4.349
3.921,-140,3.262
3.941,9,3.262
3.961,-142,2.175
3.981,-144,1.087
4.001,-146,0.0
4.021,-147,-1.087
4.041,-149,-2.175
4.061,-303,-4.349
4.081,-154,-5.436
4.101,-5,-5.436
4.121,-156,-6.524
4.141,-158,-7.611
4.161,143,-6.524
4.181,-158,-7.611
4.201,446,-4.349
4.221,-3,-4.349
4.241,148,-3.262
4.261,-1,-3.262
4.281,-1,-3.262
4.301,149,-2.175
4.321,151,-1.087
4.341,1,-1.087
4.361,608,3.262
4.381,8,3.262
4.401,8,3.262
4.421,160,4.349
4.441,-141,3.262
4.462,8,3.262
4.482,8,3.262
4.502,-142,2.175
4.522,-144,1.087
4.542,157,2.175
4.562,-144,1.087
4.582,-146,0.0
4.602,-148,-1.087
4.622,1,-1.087
4.642,-149,-2.175
4.662,-151,-3.262
4.682,-153,-4.349
4.702,148,-3.262
4.722,-153,-4.349
4.742,-3,-4.349
4.762,-155,-5.436
4.782,-5,-5.436
4.802,-5,-5.436
4.822,146,-4.349
4.842,-155,-5.436
4.862,449,-2.175
4.882,-151,-3.262
4.902,149,-2.175
4.922,0,-2.175
4.942,0,-2.175
4.962,0,-2.175
4.982,151,-1.087
5.002,-150,-2.175
5.022,151,-1.087
5.042,1,-1.087
5.062,-150,-2.175
5.082,151,-1.087
5.102,-150,-2.175
5.122,0,-2.175
5.142,151,-1.087
5.162,304,1.087
5.182,4,1.087
5.202,-146,0.0
5.222,3,0.0
5.242,-148,-1.087
5.262,153,0.0
5.282,-148,-1.087
5.302,1,-1.087
5.322,-302,-3.262
5.342,149,-2.175
5.362,-152,-3.262
5.382,-153,-4.349
5.402,-155,-5.436
5.422,-5,-5.436
5.442,-157,-6.524
5.462,-7,-6.524
5.482,-7,-6.524
5.502,-7,-6.524
5.522,-7,-6.524
5.542,143,-5.436
5.562,-6,-5.436
5.582,145,-4.349
5.602,-4,-4.349
5.622,147,-3.262
5.642,-154,-4.349
5.662,147,-3.262
5.682,-2,-3.262
5.702,149,-2.175
5.722,-152,-3.262
5.742,148,-2.175
5.762,-1,-2.175
5.782,150,-1.087
5.802,0,-1.087
5.822,0,-1.087
5.842,152,0.0
5.862,2,0.0
5.882,2,0.0
5.902,2,0.0
5.922,2,0.0
5.942,2,0.0
5.962,2,0.0
5.982,-149,-1.087
6.002,0,-1.087
6.022,0,-1.087
6.042,-151,-2.175
6.062,-1,-2.175
6.082,-1,-2.175
6.102,-152,-3.262
6.122,-2,-3.262
6.142,-154,-4.349
6.162,147,-3.262
6.182,-2,-3.262
6.202,-3,-3.262
6.222,-154,-4.349
6.242,146,-3.262
6.262,-3,-3.262
6.282,-3,-3.262
6.302,-3,-3.262
6.322,-3,-3.262
6.342,148,-2.175
6.362,-1,-2.175
6.382,-1,-2.175
6.402,-153,-3.262
6.422,-3,-3.262
6.442,148,-2.175
6.462,-1,-2.175
6.482,-1,-2.175
6.502,-1,-2.175
6.522,-1,-2.175
6.542,150,-1.087
6.562,0,-1.087
6.582,151,0.0
6.602,-149,-1.087
6.622,0,-1.087
6.642,151,0.0
6.662,1,0.0
6.682,-149,-1.087
6.702,151,0.0
6.722,1,0.0
6.742,-149,-1.087
6.762,0,-1.087
6.782,0,-1.087
6.802,0,-1.087
6.822,-151,-2.175
6.842,-1,-2.175
6.862,-153,-3.262
6.882,148,-2.175
6.902,-1,-2.175
6.922,-153,-3.262
6.942,148,-2.175
6.962,-1,-2.175
6.982,-1,-2.175
7.002,-1,-2.175
7.022,-153,-3.262
7.042,148,-2.175
7.062,-153,-3.262
7.082,148,-2.175
7.102,-153,-3.262
7.122,-3,-3.262
7.142,-3,-3.262
7.162,-3,-3.262
7.182,148,-2.175
7.202,-1,-2.175
7.222,149,-1.087
7.242,0,-1.087
7.262,0,-1.087
7.282,0,-1.087
7.302,151,0.0
7.322,1,0.0
7.342,1,0.0
7.362,1,0.0
7.382,153,1.087
7.402,3,1.087
7.422,-300,-1.087
7.443,151,0.0
7.463,1,0.0
7.483,-150,-1.087
7.503,151,0.0
7.523,-150,-1.087
7.543,0,-1.087
7.563,-152,-2.175
7.583,-153,-3.262
7.603,147,-2.175
7.623,-2,-2.175
7.643,-153,-3.262
7.663,-3,-3.262
7.683,147,-2.175
7.703,-153,-3.262
7.723,299,-1.087
7.743,151,0.0
7.763,1,0.0
7.783,1,0.0
7.803,1,0.0
7.823,1,0.0
7.843,1,0.0
7.863,1,0.0
7.883,1,0.0
7.903,-150,-1.087
7.923,0,-1.087
7.943,151,0.0
7.963,-150,-1.087
7.983,0,-1.087
8.003,151,0.0
8.023,-150,-1.087
8.043,0,-1.087
8.063,-152,-2.175
8.083,149,-1.087
8.103,151,0.0
8.123,-150,-1.087
8.143,0,-1.087
8.163,0,-1.087
8.183,0,-1.087
8.203,0,-1.087
8.223,-152,-2.175
8.243,-154,-3.262
8.263,147,-2.175
8.283,-2,-2.175
8.303,-154,-3.262
8.323,147,-2.175
8.343,-2,-2.175
8.363,-154,-3.262
8.383,147,-2.175
8.403,-2,-2.175
8.423,-2,-2.175
8.443,149,-1.087
8.463,-152,-2.175
8.483,149,-1.087
8.503,0,-1.087
8.523,151,0.0
8.543,-150,-1.087
8.563,0,-1.087
8.583,151,0.0
8.603,1,0.0
8.623,-302,-2.175
8.643,149,-1.087
8.663,0,-1.087
8.683,0,-1.087
8.703,0,-1.087
8.723,0,-1.087
8.743,0,-1.087
8.763,150,0.0
8.783,-150,-1.087
8.803,0,-1.087
8.823,150,0.0
8.843,152,1.087
8.863,2,1.087
8.883,2,1.087
8.903,2,1.087
8.923,-148,0.0
8.943,152,1.087
8.963,-148,0.0
8.983,1,0.0
9.003,152,1.087
9.023,-148,0.0
9.043,1,0.0
9.063,-150,-1.087
9.083,0,-1.087
9.103,0,-1.087
9.123,-152,-2.175
9.143,-2,-2.175
9.163,-2,-2.175
9.183,-2,-2.175
9.203,-154,-3.262
9.223,147,-2.175
9.243,-2,-2.175
9.263,149,-1.087
9.283,-152,-2.175
9.303,149,-1.087
9.323,0,-1.087
9.343,0,-1.087
9.363,0,-1.087
9.383,150,0.0
9.403,0,0.0
9.423,0,0.0
9.443,0,0.0
9.463,152,1.087
9.483,-149,0.0
9.503,152,1.087
9.523,2,1.087
9.543,154,2.175
9.563,-147,1.087
9.583,154,2.175
9.603,-299,0.0
9.623,0,0.0
9.643,0,0.0
9.663,0,0.0
9.683,0,0.0
9.703,-150,-1.087
9.723,150,0.0
9.743,-150,-1.087
9.763,0,-1.087
9.783,150,0.0
9.803,-150,-1.087
9.823,302,1.087
9.843,-149,0.0
9.863,0,0.0
9.883,152,1.087
9.903,-300,-1.087
9.923,150,0.0
9.943,-150,-1.087
9.963,0,-1.087
9.983,0,-1.087
10.003,0,-1.087
10.023,0,-1.087
10.043,0,-1.087
10.063,0,-1.087
10.083,150,0.0
10.103,-150,-1.087
10.123,0,-1.087
10.143,0,-1.087
10.163,0,-1.087
10.183,150,0.0
10.203,-150,-1.087
10.223,0,-1.087
10.243,150,0.0
10.263,-150,-1.087
10.283,0,-1.087
10.303,-152,-2.175
10.323,-2,-2.175
10.343,148,-1.087
10.363,-152,-2.175
10.383,148,-1.087
10.404,-1,-1.087
10.424,-1,-1.087
10.444,-1,-1.087
10.464,-152,-2.175
10.484,148,-1.087
10.504,-1,-1.087
10.524,-1,-1.087
10.544,-1,-1.087
10.564,150,0.0
10.584,-302,-2.175
10.604,-2,-2.175
10.624,-2,-2.175
10.644,-2,-2.175
10.664,-2,-2.175
10.684,-2,-2.175
10.704,-154,-3.262
10.724,147,-2.175
10.744,-2,-2.175
10.764,-2,-2.175
10.784,-3,-2.175
10.804,-3,-2.175
10.824,-3,-2.175
10.844,-3,-2.175
10.864,-3,-2.175
10.884,-3,-2.175
10.904,148,-1.087
10.924,-1,-1.087
10.944,-1,-1.087
10.964,-1,-1.087
10.984,-1,-1.087
11.004,150,0.0
11.024,0,0.0
11.044,-151,-1.087
11.064,150,0.0
11.084,0,0.0
11.104,-151,-1.087
11.124,-1,-1.087
11.144,150,0.0
11.164,-151,-1.087
11.184,-1,-1.087
11.204,-1,-1.087
11.224,-1,-1.087
11.244,-1,-1.087
11.264,-1,-1.087
11.284,-1,-1.087
11.304,-153,-2.175
11.324,148,-1.087
11.344,-1,-1.087
11.364,-1,-1.087
11.384,-153,-2.175
11.404,-3,-2.175
11.424,148,-1.087
11.444,-1,-1.087
11.464,-153,-2.175
11.484,-3,-2.175
11.504,148,-1.087
11.524,-1,-1.087
11.544,-153,-2.175
11.564,148,-1.087
11.584,-1,-1.087
11.604,-153,-2.175
11.624,148,-1.087
11.644,-153,-2.175
11.664,-3,-2.175
11.684,148,-1.087
11.704,-1,-1.087
11.724,150,0.0
11.744,-151,-1.087
11.764,150,0.0
11.784,151,1.087
11.804,1,1.087
11.824,1,1.087
11.844,-149,0.0
11.864,0,0.0
11.884,0,0.0
11.904,0,0.0
11.924,-151,-1.087
11.944,-1,-1.087
11.964,-1,-1.087
11.984,-1,-1.087
12.004,150,0.0
12.024,-151,-1.087
12.044,-1,-1.087
12.064,-1,-1.087
12.084,-1,-1.087
12.104,-1,-1.087
12.124,-1,-1.087
12.144,-1,-1.087
12.164,-1,-1.087
12.184,150,0.0
12.204,-151,-1.087
12.224,-1,-1.087
12.244,150,0.0
12.264,0,0.0
12.284,-151,-1.087
12.304,150,0.0
12.324,0,0.0
12.344,0,0.0
12.364,-151,-1.087
12.384,150,0.0
12.404,0,0.0
12.424,0,0.0
12.444,0,0.0
12.464,0,0.0
12.484,0,0.0
12.504,0,0.0
12.524,0,0.0
12.544,0,0.0
12.564,-151,-1.087
12.584,150,0.0
12.604,0,0.0
12.624,-151,-1.087
12.644,149,0.0
12.664,0,0.0
12.684,-151,-1.087
12.704,-1,-1.087
12.724,149,0.0
12.744,-151,-1.087
12.764,-1,-1.087
12.784,149,0.0
12.804,0,0.0
12.824,-151,-1.087
12.844,149,0.0
12.864,0,0.0
12.884,-151,-1.087
12.904,149,0.0
12.924,0,0.0
12.944,-151,-1.087
12.964,149,0.0
12.984,0,0.0
13.004,0,0.0
13.024,0,0.0
13.044,0,0.0
13.064,0,0.0
13.084,0,0.0
13.104,0,0.0
13.124,0,0.0
13.144,-151,-1.087
13.164,149,0.0
13.184,0,0.0
13.204,-151,-1.087
13.224,149,0.0
13.244,0,0.0
13.264,-151,-1.087
13.284,149,0.0
13.304,0,0.0
13.324,-151,-1.087
13.344,149,0.0
13.364,0,0.0
13.385,0,0.0
13.405,0,0.0
13.425,0,0.0
13.445,0,0.0
13.465,-151,-1.087
13.485,149,0.0
13.505,0,0.0
13.525,0,0.0
13.545,-151,-1.087
13.565,149,0.0
13.585,0,0.0
13.605,-151,-1.087
13.625,149,0.0
13.645,151,1.087
13.665,-150,0.0
13.685,0,0.0
13.705,0,0.0
13.725,0,0.0
13.745,-151,-1.087
13.765,-1,-1.087
13.785,-1,-1.087
13.805,149,0.0
13.825,-303,-2.175
13.845,-3,-2.175
13.865,148,-1.087
13.885,-1,-1.087
13.905,-1,-1.087
13.925,-1,-1.087
13.945,-1,-1.087
13.965,149,0.0
13.985,0,0.0
14.005,0,0.0
14.025,151,1.087
14.045,-150,0.0
14.065,151,1.087
14.085,1,1.087
14.105,1,1.087
14.125,153,2.175
14.145,-148,1.087
14.165,1,1.087
14.185,153,2.175
14.205,-148,1.087
14.225,1,1.087
14.245,1,1.087
14.265,-150,0.0
14.285,151,1.087
14.305,1,1.087
14.325,-150,0.0
14.345,0,0.0
14.365,-151,-1.087
14.385,149,0.0
14.405,0,0.0
14.425,-151,-1.087
14.445,-1,-1.087
14.465,149,0.0
14.485,-151,-1.087
14.505,-1,-1.087
14.525,149,0.0
14.545,0,0.0
14.565,-151,-1.087
14.585,149,0.0
14.605,151,1.087
14.625,1,1.087
14.645,1,1.087
14.665,1,1.087
14.685,1,1.087
14.705,153,2.175
14.725,-148,1.087
14.745,1,1.087
14.765,1,1.087
14.785,1,1.087
14.805,1,1.087
14.825,1,1.087
14.845,-150,0.0
14.865,0,0.0
14.885,151,1.087
14.905,-150,0.0
14.925,0,0.0
14.945,-151,-1.087
14.965,-153,-2.175
14.985,148,-1.087
15.005,-1,-1.087
15.025,149,0.0
15.045,-151,-1.087
15.065,-1,-1.087
15.085,149,0.0
15.105,0,0.0
15.125,151,1.087
15.145,-150,0.0
15.165,151,1.087
15.185,1,1.087
15.205,1,1.087
15.225,153,2.175
15.245,-148,1.087
15.265,153,2.175
15.285,3,2.175
15.305,3,2.175
15.325,-148,1.087
15.345,153,2.175
15.365,3,2.175
15.385,-148,1.087
15.405,153,2.175
15.425,3,2.175
15.445,-148,1.087
15.465,1,1.087
15.485,1,1.087
15.505,1,1.087
15.525,1,1.087
15.545,1,1.087
15.565,-149,0.0
15.585,151,1.087
15.605,1,1.087
15.625,-149,0.0
15.645,0,0.0
15.665,0,0.0
15.685,0,0.0
15.705,0,0.0
15.725,0,0.0
15.745,-151,-1.087
15.765,150,0.0
15.785,0,0.0
15.805,-151,-1.087
15.825,-1,-1.087
15.845,150,0.0
15.865,0,0.0
15.885,0,0.0
15.905,0,0.0
15.925,0,0.0
15.945,0,0.0
15.965,151,1.087
15.985,-149,0.0
16.005,0,0.0
16.025,0,0.0
16.045,151,1.087
16.065,-149,0.0
16.085,0,0.0
16.105,0,0.0
16.125,303,2.175
16.145,-148,1.087
16.165,-149,0.0
16.185,0,0.0
16.205,151,1.087
16.225,-149,0.0
16.245,0,0.0
16.265,0,0.0
16.285,151,1.087
16.305,-149,0.0
16.325,0,0.0
16.345,-151,-1.087
16.366,-1,-1.087
16.386,-1,-1.087
16.406,-1,-1.087
16.426,-1,-1.087
16.446,-1,-1.087
16.466,-1,-1.087
16.486,-1,-1.087
16.506,-1,-1.087
16.526,150,0.0
16.546,0,0.0
16.566,-151,-1.087
16.586,-1,-1.087
16.606,301,1.087
16.626,1,1.087
16.646,1,1.087
16.666,-149,0.0
16.686,151,1.087
16.706,1,1.087
16.726,1,1.087
16.746,-149,0.0
16.766,0,0.0
16.786,0,0.0
16.806,0,0.0
16.826,-303,-2.175
16.846,-3,-2.175
16.866,-3,-2.175
16.886,-3,-2.175
16.906,-155,-3.262
16.926,-5,-3.262
16.946,-5,-3.262
16.966,-5,-3.262
16.986,146,-2.175
17.006,-3,-2.175
17.026,-3,-2.175
17.046,148,-1.087
17.066,-1,-1.087
17.086,-1,-1.087
17.106,149,0.0
17.126,0,0.0
17.146,0,0.0
17.166,0,0.0
17.186,151,1.087
17.206,-150,0.0
17.226,-151,-1.087
17.246,-1,-1.087
17.266,-1,-1.087
17.286,149,0.0
17.306,0,0.0
17.326,0,0.0
17.346,0,0.0
17.366,0,0.0
17.386,0,0.0
17.406,0,0.0
17.426,-151,-1.087
17.446,149,0.0
17.466,0,0.0
17.486,0,0.0
17.506,0,0.0
17.526,-151,-1.087
17.546,-1,-1.087
17.566,-1,-1.087
17.586,-1,-1.087
17.606,-153,-2.175
17.626,-3,-2.175
17.646,148,-1.087
17.666,-1,-1.087
17.686,-1,-1.087
17.706,-1,-1.087
17.726,-1,-1.087
17.746,-1,-1.087
17.766,-1,-1.087
17.786,149,0.0
17.806,0,0.0
17.826,0,0.0
17.846,0,0.0
17.866,0,0.0
17.886,0,0.0
17.906,151,1.087
17.926,1,1.087
17.946,1,1.087
17.966,1,1.087
17.986,1,1.087
18.006,-150,0.0
18.026,0,0.0
18.046,0,0.0
18.066,151,1.087
18.086,1,1.087
18.106,1,1.087
18.126,-150,0.0
18.146,-151,-1.087
18.166,-1,-1.087
18.186,-1,-1.087
18.206,-1,-1.087
18.226,-153,-2.175
18.246,-3,-2.175
18.266,148,-1.087
18.286,-1,-1.087
18.306,-1,-1.087
18.326,-1,-1.087
18.346,-1,-1.087
18.366,-1,-1.087
18.386,149,0.0
18.406,0,0.0
18.426,0,0.0
18.446,151,1.087
18.466,1,1.087
18.486,1,1.087
18.506,-150,0.0
18.526,151,1.087
18.546,1,1.087
18.566,1,1.087
18.586,1,1.087
18.606,1,1.087
18.626,1,1.087
18.646,1,1.087
18.666,1,1.087
18.686,-150,0.0
18.706,0,0.0
18.726,0,0.0
18.746,151,1.087
18.766,-150,0.0
18.786,0,0.0
18.806,0,0.0
18.826,-151,-1.087
18.846,149,0.0
18.866,0,0.0
18.886,0,0.0
18.906,-151,-1.087
18.926,-1,-1.087
18.946,149,0.0
18.966,0,0.0
18.986,-151,-1.087
19.006,149,0.0
19.026,0,0.0
19.046,0,0.0
19.066,0,0.0
19.086,0,0.0
19.106,0,0.0
19.126,0,0.0
19.146,151,1.087
19.166,1,1.087
19.186,-301,-1.087
19.206,149,0.0
19.226,0,0.0
19.246,0,0.0
19.266,151,1.087
19.286,1,1.087
19.306,1,1.087
19.327,1,1.087
19.347,-150,0.0
19.367,0,0.0
19.387,151,1.087
19.407,-150,0.0
19.427,-151,-1.087
19.447,-1,-1.087
19.467,-1,-1.087
19.487,149,0.0
19.507,-151,-1.087
19.527,-1,-1.087
19.547,-1,-1.087
19.567,149,0.0
19.587,-151,-1.087
19.607,-1,-1.087
19.627,149,0.0
19.647,0,0.0
19.667,0,0.0
